#ATLAS
#arXiv:1407.0583
#1-lepton + (b-)jets + etmiss
#sqrt(s) = 8 TeV
#int(L) = 20.3 fb^-1

Inputfile:
XSect:           2.61412e-06 fb
 Error:          0 fb
MCEvents:        1000
 SumOfWeights:   2.61412e-06
 SumOfWeights2:  6.83362e-15
 NormEvents:     5.30666e-05

Cut                            Sum_W        Sum_W2       Acc    N_Norm       
tN_high_Mu_06_missHT_Sig       0            0            0      0            
tN_high_Mu_07_mT               0            0            0      0            
tN_high_Mu_08_hadTop           0            0            0      0            
tN_high_Mu_09_aMT2             0            0            0      0            
tN_high_Mu_10_MT2_Tau          0            0            0      0            
tN_med_El_00_jet1              0            0            0      0            
tN_med_El_01_jet2              0            0            0      0            
tN_med_El_02_jet3              0            0            0      0            
tN_med_El_03_bTag              0            0            0      0            
tN_med_El_04_dPhiJet2          0            0            0      0            
tN_med_El_05_EtMiss            0            0            0      0            
tN_med_El_06_missHT_Sig        0            0            0      0            
tN_med_El_07_mT                0            0            0      0            
tN_med_El_08_hadTop            0            0            0      0            
tN_med_El_09_aMT2              0            0            0      0            
tN_med_Mu_00_jet1              7.84236e-09  2.05009e-17  0.003  1.592e-07    
tN_med_Mu_01_jet2              5.22824e-09  1.36672e-17  0.002  1.06133e-07  
tN_med_Mu_02_jet3              5.22824e-09  1.36672e-17  0.002  1.06133e-07  
tN_med_Mu_03_bTag              0            0            0      0            
tN_med_Mu_04_dPhiJet2          0            0            0      0            
tN_med_Mu_05_EtMiss            0            0            0      0            
tN_med_Mu_06_missHT_Sig        0            0            0      0            
tN_med_Mu_07_mT                0            0            0      0            
tN_med_Mu_08_hadTop            0            0            0      0            
tN_med_Mu_09_aMT2              0            0            0      0            
tNbC_mix_El_00_jet1            0            0            0      0            
tNbC_mix_El_01_jet2            0            0            0      0            
tNbC_mix_El_02_jet3            0            0            0      0            
tNbC_mix_El_03_bTag            0            0            0      0            
tNbC_mix_El_04_bJetPT          0            0            0      0            
tNbC_mix_El_05_dPhiJet1        0            0            0      0            
tNbC_mix_El_06_dPhiJet2        0            0            0      0            
tNbC_mix_El_07_dPhiLepETMiss   0            0            0      0            
tNbC_mix_El_08_dRLepJet1       0            0            0      0            
tNbC_mix_El_09_dRLepBJet       0            0            0      0            
tNbC_mix_El_10_EtMiss          0            0            0      0            
tNbC_mix_El_11_met/ht          0            0            0      0            
tNbC_mix_El_12_mT              0            0            0      0            
tNbC_mix_Mu_00_jet1            7.84236e-09  2.05009e-17  0.003  1.592e-07    
tNbC_mix_Mu_01_jet2            5.22824e-09  1.36672e-17  0.002  1.06133e-07  
tNbC_mix_Mu_02_jet3            2.61412e-09  6.83362e-18  0.001  5.30666e-08  
tNbC_mix_Mu_03_bTag            0            0            0      0            
tNbC_mix_Mu_04_bJetPT          0            0            0      0            
tNbC_mix_Mu_05_dPhiJet1        0            0            0      0            
tNbC_mix_Mu_06_dPhiJet2        0            0            0      0            
tNbC_mix_Mu_07_dPhiLepETMiss   0            0            0      0            
tNbC_mix_Mu_08_dRLepJet1       0            0            0      0            
tNbC_mix_Mu_09_dRLepBJet       0            0            0      0            
tNbC_mix_Mu_10_EtMiss          0            0            0      0            
tNbC_mix_Mu_11_met/ht          0            0            0      0            
tNbC_mix_Mu_12_mT              0            0            0      0            
threeBody_El_00_jet1           0            0            0      0            
threeBody_El_01_jet2           0            0            0      0            
threeBody_El_02_jet3           0            0            0      0            
threeBody_El_03_bTag           0            0            0      0            
threeBody_El_04_dPhiJet1       0            0            0      0            
threeBody_El_05_dPhiJet2       0            0            0      0            
threeBody_El_06_dPhiLepETMiss  0            0            0      0            
threeBody_El_07_dRLepJet1      0            0            0      0            
threeBody_El_08_dRLepJet2      0            0            0      0            
threeBody_El_09_EtMiss         0            0            0      0            
threeBody_El_10_met/ht         0            0            0      0            
threeBody_El_11_mT             0            0            0      0            
threeBody_El_12_aMT2           0            0            0      0            
threeBody_El_13_tauVeto        0            0            0      0            
threeBody_Mu_00_jet1           7.84236e-09  2.05009e-17  0.003  1.592e-07    
threeBody_Mu_01_jet2           2.61412e-08  6.83362e-17  0.01   5.30666e-07  
threeBody_Mu_02_jet3           2.61412e-08  6.83362e-17  0.01   5.30666e-07  
threeBody_Mu_03_bTag           0            0            0      0            
threeBody_Mu_04_dPhiJet1       0            0            0      0            
threeBody_Mu_05_dPhiJet2       0            0            0      0            
threeBody_Mu_06_dPhiLepETMiss  0            0            0      0            
threeBody_Mu_07_dRLepJet1      0            0            0      0            
threeBody_Mu_08_dRLepJet2      0            0            0      0            
threeBody_Mu_09_EtMiss         0            0            0      0            
threeBody_Mu_10_met/ht         0            0            0      0            
threeBody_Mu_11_mT             0            0            0      0            
threeBody_Mu_12_aMT2           0            0            0      0            
threeBody_Mu_13_tauVeto        0            0            0      0            
