#ATLAS
#ATLAS-CONF-2013-049
#2 leptons + etmiss
#sqrt(s) = 8 TeV
#int(L) = 20.3 fb^-1

Inputfile:
XSect:           2.61412e-06 fb
 Error:          0 fb
MCEvents:        1000
 SumOfWeights:   2.61412e-06
 SumOfWeights2:  6.83362e-15
 NormEvents:     5.30666e-05

SR               Sum_W        Sum_W2       Acc    N_Norm       
SR_WWa           0            0            0      0            
SR_WWb           0            0            0      0            
SR_WWc           0            0            0      0            
SR_mT2_110_elel  0            0            0      0            
SR_mT2_110_elmu  0            0            0      0            
SR_mT2_110_mumu  2.87553e-08  7.51698e-17  0.011  5.83733e-07  
SR_mT2_90_elel   0            0            0      0            
SR_mT2_90_elmu   0            0            0      0            
SR_mT2_90_mumu   3.13694e-08  8.20035e-17  0.012  6.368e-07    
